title,authors,abstract,arxiv_id,link,date_published,date_updated,primary_category,categories,max_author_hindex
Sampling-based Pareto Optimization for Chance-constrained Monotone Submodular Problems,"['Xiankun Yan', 'Aneta Neumann', 'Frank Neumann']","Recently surrogate functions based on the tail inequalities were developed to evaluate the chance constraints in the context of evolutionary computation and several Pareto optimization algorithms using these surrogates were successfully applied in optimizing chance-constrained monotone submodular problems. However, the difference in performance between algorithms using the surrogates and those employing the direct sampling-based evaluation remains unclear. Within the paper, a sampling-based method is proposed to directly evaluate the chance constraint. Furthermore, to address the problems with more challenging settings, an enhanced GSEMO algorithm integrated with an adaptive sliding window, called ASW-GSEMO, is introduced. In the experiments, the ASW-GSEMO employing the sampling-based approach is tested on the chance-constrained version of the maximum coverage problem with different settings. Its results are compared with those from other algorithms using different surrogate functions. The experimental findings indicate that the ASW-GSEMO with the sampling-based evaluation approach outperforms other algorithms, highlighting that the performances of algorithms using different evaluation methods are comparable. Additionally, the behaviors of ASW-GSEMO are visualized to explain the distinctions between it and the algorithms utilizing the surrogate functions.",2404.11907,http://arxiv.org/abs/2404.11907v1,2024-04-18 05:15:20+00:00,2024-04-18 05:15:20+00:00,cs.AI,['cs.AI'],15
Toward Short-Term Glucose Prediction Solely Based on CGM Time Series,"['Ming Cheng', 'Xingjian Diao', 'Ziyi Zhou', 'Yanjun Cui', 'Wenjun Liu', 'Shitong Cheng']","The global diabetes epidemic highlights the importance of maintaining good glycemic control. Glucose prediction is a fundamental aspect of diabetes management, facilitating real-time decision-making. Recent research has introduced models focusing on long-term glucose trend prediction, which are unsuitable for real-time decision-making and result in delayed responses. Conversely, models designed to respond to immediate glucose level changes cannot analyze glucose variability comprehensively. Moreover, contemporary research generally integrates various physiological parameters (e.g. insulin doses, food intake, etc.), which inevitably raises data privacy concerns. To bridge such a research gap, we propose TimeGlu -- an end-to-end pipeline for short-term glucose prediction solely based on CGM time series data. We implement four baseline methods to conduct a comprehensive comparative analysis of the model's performance. Through extensive experiments on two contrasting datasets (CGM Glucose and Colas dataset), TimeGlu achieves state-of-the-art performance without the need for additional personal data from patients, providing effective guidance for real-world diabetic glucose management.",2404.11924,http://arxiv.org/abs/2404.11924v1,2024-04-18 06:02:12+00:00,2024-04-18 06:02:12+00:00,cs.AI,['cs.AI'],0
©Plug-in Authorization for Human Content Copyright Protection in Text-to-Image Model,"['Chao Zhou', 'Huishuai Zhang', 'Jiang Bian', 'Weiming Zhang', 'Nenghai Yu']","This paper addresses the contentious issue of copyright infringement in images generated by text-to-image models, sparking debates among AI developers, content creators, and legal entities. State-of-the-art models create high-quality content without crediting original creators, causing concern in the artistic community. To mitigate this, we propose the \copyright Plug-in Authorization framework, introducing three operations: addition, extraction, and combination. Addition involves training a \copyright plug-in for specific copyright, facilitating proper credit attribution. Extraction allows creators to reclaim copyright from infringing models, and combination enables users to merge different \copyright plug-ins. These operations act as permits, incentivizing fair use and providing flexibility in authorization. We present innovative approaches,""Reverse LoRA"" for extraction and ""EasyMerge"" for seamless combination. Experiments in artist-style replication and cartoon IP recreation demonstrate \copyright plug-ins' effectiveness, offering a valuable solution for human copyright protection in the age of generative AIs.",2404.11962,http://arxiv.org/abs/2404.11962v1,2024-04-18 07:48:00+00:00,2024-04-18 07:48:00+00:00,cs.AI,"['cs.AI', 'cs.CR', 'cs.CV', 'cs.LG']",0
From Language Models to Practical Self-Improving Computer Agents,['Alex Sheng'],"We develop a simple and straightforward methodology to create AI computer agents that can carry out diverse computer tasks and self-improve by developing tools and augmentations to enable themselves to solve increasingly complex tasks. As large language models (LLMs) have been shown to benefit from non-parametric augmentations, a significant body of recent work has focused on developing software that augments LLMs with various capabilities. Rather than manually developing static software to augment LLMs through human engineering effort, we propose that an LLM agent can systematically generate software to augment itself. We show, through a few case studies, that a minimal querying loop with appropriate prompt engineering allows an LLM to generate and use various augmentations, freely extending its own capabilities to carry out real-world computer tasks. Starting with only terminal access, we prompt an LLM agent to augment itself with retrieval, internet search, web navigation, and text editor capabilities. The agent effectively uses these various tools to solve problems including automated software development and web-based tasks.",2404.11964,http://arxiv.org/abs/2404.11964v1,2024-04-18 07:50:10+00:00,2024-04-18 07:50:10+00:00,cs.AI,"['cs.AI', '68T01', 'I.2.0']",0
"Exploring the landscape of large language models: Foundations, techniques, and challenges","['Milad Moradi', 'Ke Yan', 'David Colwell', 'Matthias Samwald', 'Rhona Asgari']","In this review paper, we delve into the realm of Large Language Models (LLMs), covering their foundational principles, diverse applications, and nuanced training processes. The article sheds light on the mechanics of in-context learning and a spectrum of fine-tuning approaches, with a special focus on methods that optimize efficiency in parameter usage. Additionally, it explores how LLMs can be more closely aligned with human preferences through innovative reinforcement learning frameworks and other novel methods that incorporate human feedback. The article also examines the emerging technique of retrieval augmented generation, integrating external knowledge into LLMs. The ethical dimensions of LLM deployment are discussed, underscoring the need for mindful and responsible application. Concluding with a perspective on future research trajectories, this review offers a succinct yet comprehensive overview of the current state and emerging trends in the evolving landscape of LLMs, serving as an insightful guide for both researchers and practitioners in artificial intelligence.",2404.11973,http://arxiv.org/abs/2404.11973v1,2024-04-18 08:01:20+00:00,2024-04-18 08:01:20+00:00,cs.AI,['cs.AI'],0
The Emerging AI Divide in the United States,"['Madeleine I. G. Daepp', 'Scott Counts']","The digital divide describes disparities in access to and usage of digital tooling between social and economic groups. Emerging generative artificial intelligence tools, which strongly affect productivity, could magnify the impact of these divides. However, the affordability, multi-modality, and multilingual capabilities of these tools could also make them more accessible to diverse users in comparison with previous forms of digital tooling. In this study, we characterize spatial differences in U.S. residents' knowledge of a new generative AI tool, ChatGPT, through an analysis of state- and county-level search query data. In the first six months after the tool's release, we observe the highest rates of users searching for ChatGPT in West Coast states and persistently low rates of search in Appalachian and Gulf states. Counties with the highest rates of search are relatively more urbanized and have proportionally more educated, more economically advantaged, and more Asian residents in comparison with other counties or with the U.S. average. In multilevel models adjusting for socioeconomic and demographic factors as well as industry makeup, education is the strongest positive predictor of rates of search for generative AI tooling. Although generative AI technologies may be novel, early differences in uptake appear to be following familiar paths of digital marginalization.",2404.11988,http://arxiv.org/abs/2404.11988v1,2024-04-18 08:33:35+00:00,2024-04-18 08:33:35+00:00,cs.AI,"['cs.AI', 'cs.CY', 'K.4.2']",0
DST-GTN: Dynamic Spatio-Temporal Graph Transformer Network for Traffic Forecasting,"['Songtao Huang', 'Hongjin Song', 'Tianqi Jiang', 'Akbar Telikani', 'Jun Shen', 'Qingguo Zhou', 'Binbin Yong', 'Qiang Wu']","Accurate traffic forecasting is essential for effective urban planning and congestion management. Deep learning (DL) approaches have gained colossal success in traffic forecasting but still face challenges in capturing the intricacies of traffic dynamics. In this paper, we identify and address this challenges by emphasizing that spatial features are inherently dynamic and change over time. A novel in-depth feature representation, called Dynamic Spatio-Temporal (Dyn-ST) features, is introduced, which encapsulates spatial characteristics across varying times. Moreover, a Dynamic Spatio-Temporal Graph Transformer Network (DST-GTN) is proposed by capturing Dyn-ST features and other dynamic adjacency relations between intersections. The DST-GTN can model dynamic ST relationships between nodes accurately and refine the representation of global and local ST characteristics by adopting adaptive weights in low-pass and all-pass filters, enabling the extraction of Dyn-ST features from traffic time-series data. Through numerical experiments on public datasets, the DST-GTN achieves state-of-the-art performance for a range of traffic forecasting tasks and demonstrates enhanced stability.",2404.11996,http://arxiv.org/abs/2404.11996v1,2024-04-18 08:44:52+00:00,2024-04-18 08:44:52+00:00,cs.AI,['cs.AI'],16
X-Light: Cross-City Traffic Signal Control Using Transformer on Transformer as Meta Multi-Agent Reinforcement Learner,"['Haoyuan Jiang', 'Ziyue Li', 'Hua Wei', 'Xuantang Xiong', 'Jingqing Ruan', 'Jiaming Lu', 'Hangyu Mao', 'Rui Zhao']","The effectiveness of traffic light control has been significantly improved by current reinforcement learning-based approaches via better cooperation among multiple traffic lights. However, a persisting issue remains: how to obtain a multi-agent traffic signal control algorithm with remarkable transferability across diverse cities? In this paper, we propose a Transformer on Transformer (TonT) model for cross-city meta multi-agent traffic signal control, named as X-Light: We input the full Markov Decision Process trajectories, and the Lower Transformer aggregates the states, actions, rewards among the target intersection and its neighbors within a city, and the Upper Transformer learns the general decision trajectories across different cities. This dual-level approach bolsters the model's robust generalization and transferability. Notably, when directly transferring to unseen scenarios, ours surpasses all baseline methods with +7.91% on average, and even +16.3% in some cases, yielding the best results.",2404.1209,http://arxiv.org/abs/2404.12090v1,2024-04-18 11:17:58+00:00,2024-04-18 11:17:58+00:00,cs.AI,['cs.AI'],11
Warped Time Series Anomaly Detection,"['Charlotte Lacoquelle', 'Xavier Pucel', 'Louise Travé-Massuyès', 'Axel Reymonet', 'Benoît Enaux']","This paper addresses the problem of detecting time series outliers, focusing on systems with repetitive behavior, such as industrial robots operating on production lines.Notable challenges arise from the fact that a task performed multiple times may exhibit different duration in each repetition and that the time series reported by the sensors are irregularly sampled because of data gaps. The anomaly detection approach presented in this paper consists of three stages.The first stage identifies the repetitive cycles in the lengthy time series and segments them into individual time series corresponding to one task cycle, while accounting for possible temporal distortions.The second stage computes a prototype for the cycles using a GPU-based barycenter algorithm, specifically tailored for very large time series.The third stage uses the prototype to detect abnormal cycles by computing an anomaly score for each cycle.The overall approach, named WarpEd Time Series ANomaly Detection (WETSAND), makes use of the Dynamic Time Warping algorithm and its variants because they are suited to the distorted nature of the time series.The experiments show that \wetsand scales to large signals, computes human-friendly prototypes, works with very little data, and outperforms some general purpose anomaly detection approaches such as autoencoders.",2404.12134,http://arxiv.org/abs/2404.12134v1,2024-04-18 12:35:24+00:00,2024-04-18 12:35:24+00:00,cs.AI,"['cs.AI', 'eess.SP']",0
Character is Destiny: Can Large Language Models Simulate Persona-Driven Decisions in Role-Playing?,"['Rui Xu', 'Xintao Wang', 'Jiangjie Chen', 'Siyu Yuan', 'Xinfeng Yuan', 'Jiaqing Liang', 'Zulong Chen', 'Xiaoqing Dong', 'Yanghua Xiao']","Can Large Language Models substitute humans in making important decisions? Recent research has unveiled the potential of LLMs to role-play assigned personas, mimicking their knowledge and linguistic habits. However, imitative decision-making requires a more nuanced understanding of personas. In this paper, we benchmark the ability of LLMs in persona-driven decision-making. Specifically, we investigate whether LLMs can predict characters' decisions provided with the preceding stories in high-quality novels. Leveraging character analyses written by literary experts, we construct a dataset LIFECHOICE comprising 1,401 character decision points from 395 books. Then, we conduct comprehensive experiments on LIFECHOICE, with various LLMs and methods for LLM role-playing. The results demonstrate that state-of-the-art LLMs exhibit promising capabilities in this task, yet there is substantial room for improvement. Hence, we further propose the CHARMAP method, which achieves a 6.01% increase in accuracy via persona-based memory retrieval. We will make our datasets and code publicly available.",2404.12138,http://arxiv.org/abs/2404.12138v1,2024-04-18 12:40:59+00:00,2024-04-18 12:40:59+00:00,cs.AI,['cs.AI'],0
AccidentBlip2: Accident Detection With Multi-View MotionBlip2,"['Yihua Shao', 'Hongyi Cai', 'Wenxin Long', 'Weiyi Lang', 'Zhe Wang', 'Haoran Wu', 'Yan Wang', 'Yang Yang', 'Zhen Lei']","Multimodal Large Language Models (MLLMs) have shown outstanding capabilities in many areas of multimodal reasoning. Therefore, we use the reasoning ability of Multimodal Large Language Models for environment description and scene understanding in complex transportation environments. In this paper, we propose AccidentBlip2, a multimodal large language model that can predict in real time whether an accident risk will occur. Our approach involves feature extraction based on the temporal scene of the six-view surround view graphs and temporal inference using the temporal blip framework through the vision transformer. We then input the generated temporal token into the MLLMs for inference to determine whether an accident will occur or not. Since AccidentBlip2 does not rely on any BEV images and LiDAR, the number of inference parameters and the inference cost of MLLMs can be significantly reduced, and it also does not incur a large training overhead during training. AccidentBlip2 outperforms existing solutions on the DeepAccident dataset and can also provide a reference solution for end-to-end automated driving accident prediction.",2404.12149,http://arxiv.org/abs/2404.12149v1,2024-04-18 12:54:25+00:00,2024-04-18 12:54:25+00:00,cs.AI,['cs.AI'],16
An Adaptive Metaheuristic Framework for Changing Environments,['Bestoun S. Ahmed'],"The rapidly changing landscapes of modern optimization problems require algorithms that can be adapted in real-time. This paper introduces an Adaptive Metaheuristic Framework (AMF) designed for dynamic environments. It is capable of intelligently adapting to changes in the problem parameters. The AMF combines a dynamic representation of problems, a real-time sensing system, and adaptive techniques to navigate continuously changing optimization environments. Through a simulated dynamic optimization problem, the AMF's capability is demonstrated to detect environmental changes and proactively adjust its search strategy. This framework utilizes a differential evolution algorithm that is improved with an adaptation module that adjusts solutions in response to detected changes. The capability of the AMF to adjust is tested through a series of iterations, demonstrating its resilience and robustness in sustaining solution quality despite the problem's development. The effectiveness of AMF is demonstrated through a series of simulations on a dynamic optimization problem. Robustness and agility characterize the algorithm's performance, as evidenced by the presented fitness evolution and solution path visualizations. The findings show that AMF is a practical solution to dynamic optimization and a major step forward in the creation of algorithms that can handle the unpredictability of real-world problems.",2404.12185,http://arxiv.org/abs/2404.12185v1,2024-04-18 13:47:53+00:00,2024-04-18 13:47:53+00:00,cs.AI,['cs.AI'],0
Relationship Discovery for Drug Recommendation,"['Xiang Li', 'Shunpan Liang', 'Yu Lei', 'Chen Li', 'Yulei Hou', 'Tengfei Ma']","Medication recommendation systems are designed to deliver personalized drug suggestions that are closely aligned with individual patient needs. Previous studies have primarily concentrated on developing medication embeddings, achieving significant progress. Nonetheless, these approaches often fall short in accurately reflecting individual patient profiles, mainly due to challenges in distinguishing between various patient conditions and the inability to establish precise correlations between specific conditions and appropriate medications. In response to these issues, we introduce DisMed, a model that focuses on patient conditions to enhance personalization. DisMed employs causal inference to discern clear, quantifiable causal links. It then examines patient conditions in depth, recognizing and adapting to the evolving nuances of these conditions, and mapping them directly to corresponding medications. Additionally, DisMed leverages data from multiple patient visits to propose combinations of medications. Comprehensive testing on real-world datasets demonstrates that DisMed not only improves the customization of patient profiles but also surpasses leading models in both precision and safety.",2404.12228,http://arxiv.org/abs/2404.12228v1,2024-04-18 14:44:08+00:00,2024-04-18 14:44:08+00:00,cs.AI,"['cs.AI', 'cs.LG']",4
Learning the Domain Specific Inverse NUFFT for Accelerated Spiral MRI using Diffusion Models,"['Trevor J. Chan', 'Chamith S. Rajapakse']","Deep learning methods for accelerated MRI achieve state-of-the-art results but largely ignore additional speedups possible with noncartesian sampling trajectories. To address this gap, we created a generative diffusion model-based reconstruction algorithm for multi-coil highly undersampled spiral MRI. This model uses conditioning during training as well as frequency-based guidance to ensure consistency between images and measurements. Evaluated on retrospective data, we show high quality (structural similarity > 0.87) in reconstructed images with ultrafast scan times (0.02 seconds for a 2D image). We use this algorithm to identify a set of optimal variable-density spiral trajectories and show large improvements in image quality compared to conventional reconstruction using the non-uniform fast Fourier transform. By combining efficient spiral sampling trajectories, multicoil imaging, and deep learning reconstruction, these methods could enable the extremely high acceleration factors needed for real-time 3D imaging.",2404.12361,http://arxiv.org/abs/2404.12361v1,2024-04-18 17:40:23+00:00,2024-04-18 17:40:23+00:00,cs.AI,"['cs.AI', 'physics.med-ph']",0
Music Enhancement with Deep Filters: A Technical Report for The ICASSP 2024 Cadenza Challenge,"['Keren Shao', 'Ke Chen', 'Shlomo Dubnov']","In this challenge, we disentangle the deep filters from the original DeepfilterNet and incorporate them into our Spec-UNet-based network to further improve a hybrid Demucs (hdemucs) based remixing pipeline. The motivation behind the use of the deep filter component lies at its potential in better handling temporal fine structures. We demonstrate an incremental improvement in both the Signal-to-Distortion Ratio (SDR) and the Hearing Aid Audio Quality Index (HAAQI) metrics when comparing the performance of hdemucs against different versions of our model.",2404.11116,http://arxiv.org/abs/2404.11116v1,2024-04-17 07:01:29+00:00,2024-04-17 07:01:29+00:00,cs.SD,"['cs.SD', 'cs.AI', 'cs.LG', 'cs.MM', 'eess.AS']",0
Mapping back and forth between model predictive control and neural networks,"['Ross Drummond', 'Pablo R Baldivieso-Monasterios', 'Giorgio Valmorbida']","Model predictive control (MPC) for linear systems with quadratic costs and linear constraints is shown to admit an exact representation as an implicit neural network. A method to ""unravel"" the implicit neural network of MPC into an explicit one is also introduced. As well as building links between model-based and data-driven control, these results emphasize the capability of implicit neural networks for representing solutions of optimisation problems, as such problems are themselves implicitly defined functions.",2404.1203,http://arxiv.org/abs/2404.12030v1,2024-04-18 09:29:08+00:00,2024-04-18 09:29:08+00:00,eess.SY,"['eess.SY', 'cs.AI', 'cs.SY']",0
Function Approximation for Reinforcement Learning Controller for Energy from Spread Waves,"['Soumyendu Sarkar', 'Vineet Gundecha', 'Sahand Ghorbanpour', 'Alexander Shmakov', 'Ashwin Ramesh Babu', 'Avisek Naug', 'Alexandre Pichard', 'Mathieu Cocho']","The industrial multi-generator Wave Energy Converters (WEC) must handle multiple simultaneous waves coming from different directions called spread waves. These complex devices in challenging circumstances need controllers with multiple objectives of energy capture efficiency, reduction of structural stress to limit maintenance, and proactive protection against high waves. The Multi-Agent Reinforcement Learning (MARL) controller trained with the Proximal Policy Optimization (PPO) algorithm can handle these complexities. In this paper, we explore different function approximations for the policy and critic networks in modeling the sequential nature of the system dynamics and find that they are key to better performance. We investigated the performance of a fully connected neural network (FCN), LSTM, and Transformer model variants with varying depths and gated residual connections. Our results show that the transformer model of moderate depth with gated residual connections around the multi-head attention, multi-layer perceptron, and the transformer block (STrXL) proposed in this paper is optimal and boosts energy efficiency by an average of 22.1% for these complex spread waves over the existing spring damper (SD) controller. Furthermore, unlike the default SD controller, the transformer controller almost eliminated the mechanical stress from the rotational yaw motion for angled waves. Demo: https://tinyurl.com/yueda3jh",2404.10991,http://arxiv.org/abs/2404.10991v1,2024-04-17 02:04:10+00:00,2024-04-17 02:04:10+00:00,cs.AI,"['cs.AI', 'cs.LG', 'cs.SY', 'eess.SY']",6
Empowering Large Language Models on Robotic Manipulation with Affordance Prompting,"['Guangran Cheng', 'Chuheng Zhang', 'Wenzhe Cai', 'Li Zhao', 'Changyin Sun', 'Jiang Bian']","While large language models (LLMs) are successful in completing various language processing tasks, they easily fail to interact with the physical world by generating control sequences properly. We find that the main reason is that LLMs are not grounded in the physical world. Existing LLM-based approaches circumvent this problem by relying on additional pre-defined skills or pre-trained sub-policies, making it hard to adapt to new tasks. In contrast, we aim to address this problem and explore the possibility to prompt pre-trained LLMs to accomplish a series of robotic manipulation tasks in a training-free paradigm. Accordingly, we propose a framework called LLM+A(ffordance) where the LLM serves as both the sub-task planner (that generates high-level plans) and the motion controller (that generates low-level control sequences). To ground these plans and control sequences on the physical world, we develop the affordance prompting technique that stimulates the LLM to 1) predict the consequences of generated plans and 2) generate affordance values for relevant objects. Empirically, we evaluate the effectiveness of LLM+A in various language-conditioned robotic manipulation tasks, which show that our approach substantially improves performance by enhancing the feasibility of generated plans and control and can easily generalize to different environments.",2404.11027,http://arxiv.org/abs/2404.11027v1,2024-04-17 03:06:32+00:00,2024-04-17 03:06:32+00:00,cs.AI,['cs.AI'],3
Lightweight Unsupervised Federated Learning with Pretrained Vision Language Model,"['Hao Yan', 'Yuhong Guo']","Federated learning aims to tackle the ``isolated data island"" problem, where it trains a collective model from physically isolated clients while safeguarding the privacy of users' data. However, supervised federated learning necessitates that each client labels their data for training, which can be both time-consuming and resource-intensive, and may even be impractical for edge devices. Moreover, the training and transmission of deep models present challenges to the computation and communication capabilities of the clients. To address these two inherent challenges in supervised federated learning, we propose a novel lightweight unsupervised federated learning approach that leverages unlabeled data on each client to perform lightweight model training and communication by harnessing pretrained vision-language models, such as CLIP. By capitalizing on the zero-shot prediction capability and the well-trained image encoder of the pre-trained CLIP model, we have carefully crafted an efficient and resilient self-training approach. This method refines the initial zero-shot predicted pseudo-labels of unlabeled instances through the sole training of a linear classifier on top of the fixed image encoder. Additionally, to address data heterogeneity within each client, we propose a class-balanced text feature sampling strategy for generating synthetic instances in the feature space to support local training. Experiments are conducted on multiple benchmark datasets. The experimental results demonstrate that our proposed method greatly enhances model performance in comparison to CLIP's zero-shot predictions and even outperforms supervised federated learning benchmark methods given limited computational and communication overhead.",2404.11046,http://arxiv.org/abs/2404.11046v1,2024-04-17 03:42:48+00:00,2024-04-17 03:42:48+00:00,cs.AI,"['cs.AI', 'cs.CV', 'cs.LG']",0
Self-adaptive PSRO: Towards an Automatic Population-based Game Solver,"['Pengdeng Li', 'Shuxin Li', 'Chang Yang', 'Xinrun Wang', 'Xiao Huang', 'Hau Chan', 'Bo An']","Policy-Space Response Oracles (PSRO) as a general algorithmic framework has achieved state-of-the-art performance in learning equilibrium policies of two-player zero-sum games. However, the hand-crafted hyperparameter value selection in most of the existing works requires extensive domain knowledge, forming the main barrier to applying PSRO to different games. In this work, we make the first attempt to investigate the possibility of self-adaptively determining the optimal hyperparameter values in the PSRO framework. Our contributions are three-fold: (1) Using several hyperparameters, we propose a parametric PSRO that unifies the gradient descent ascent (GDA) and different PSRO variants. (2) We propose the self-adaptive PSRO (SPSRO) by casting the hyperparameter value selection of the parametric PSRO as a hyperparameter optimization (HPO) problem where our objective is to learn an HPO policy that can self-adaptively determine the optimal hyperparameter values during the running of the parametric PSRO. (3) To overcome the poor performance of online HPO methods, we propose a novel offline HPO approach to optimize the HPO policy based on the Transformer architecture. Experiments on various two-player zero-sum games demonstrate the superiority of SPSRO over different baselines.",2404.11144,http://arxiv.org/abs/2404.11144v1,2024-04-17 07:40:57+00:00,2024-04-17 07:40:57+00:00,cs.AI,"['cs.AI', 'cs.GT', 'cs.MA']",26
Explainable Machine Learning System for Predicting Chronic Kidney Disease in High-Risk Cardiovascular Patients,['Nantika Nguycharoen'],"As the global population ages, the incidence of Chronic Kidney Disease (CKD) is rising. CKD often remains asymptomatic until advanced stages, which significantly burdens both the healthcare system and patient quality of life. This research developed an explainable machine learning system for predicting CKD in patients with cardiovascular risks, utilizing medical history and laboratory data. The Random Forest model achieved the highest sensitivity of 88.2%. The study introduces a comprehensive explainability framework that extends beyond traditional feature importance methods, incorporating global and local interpretations, bias inspection, biomedical relevance, and safety assessments. Key predictive features identified in global interpretation were the use of diabetic and ACEI/ARB medications, and initial eGFR values. Local interpretation provided model insights through counterfactual explanations, which aligned with other system parts. After conducting a bias inspection, it was found that the initial eGFR values and CKD predictions exhibited some bias, but no significant gender bias was identified. The model's logic, extracted by scoped rules, was confirmed to align with existing medical literature. The safety assessment tested potentially dangerous cases and confirmed that the model behaved safely. This system enhances the explainability, reliability, and accountability of the model, promoting its potential integration into healthcare settings and compliance with upcoming regulatory standards, and showing promise for broader applications in healthcare machine learning.",2404.11148,http://arxiv.org/abs/2404.11148v1,2024-04-17 07:59:33+00:00,2024-04-17 07:59:33+00:00,cs.AI,"['cs.AI', 'cs.LG', 'J.3; I.2.6']",0
CAGE: Causality-Aware Shapley Value for Global Explanations,"['Nils Ole Breuer', 'Andreas Sauter', 'Majid Mohammadi', 'Erman Acar']","As Artificial Intelligence (AI) is having more influence on our everyday lives, it becomes important that AI-based decisions are transparent and explainable. As a consequence, the field of eXplainable AI (or XAI) has become popular in recent years. One way to explain AI models is to elucidate the predictive importance of the input features for the AI model in general, also referred to as global explanations. Inspired by cooperative game theory, Shapley values offer a convenient way for quantifying the feature importance as explanations. However many methods based on Shapley values are built on the assumption of feature independence and often overlook causal relations of the features which could impact their importance for the ML model. Inspired by studies of explanations at the local level, we propose CAGE (Causally-Aware Shapley Values for Global Explanations). In particular, we introduce a novel sampling procedure for out-coalition features that respects the causal relations of the input features. We derive a practical approach that incorporates causal knowledge into global explanation and offers the possibility to interpret the predictive feature importance considering their causal relation. We evaluate our method on synthetic data and real-world data. The explanations from our approach suggest that they are not only more intuitive but also more faithful compared to previous global explanation methods.",2404.11208,http://arxiv.org/abs/2404.11208v1,2024-04-17 09:43:54+00:00,2024-04-17 09:43:54+00:00,cs.AI,['cs.AI'],0
RD2Bench: Toward Data-Centric Automatic R&D,"['Haotian Chen', 'Xinjie Shen', 'Zeqi Ye', 'Xiao Yang', 'Xu Yang', 'Weiqing Liu', 'Jiang Bian']","The progress of humanity is driven by those successful discoveries accompanied by countless failed experiments. Researchers often seek the potential research directions by reading and then verifying them through experiments. The process imposes a significant burden on researchers. In the past decade, the data-driven black-box deep learning method demonstrates its effectiveness in a wide range of real-world scenarios, which exacerbates the experimental burden of researchers and thus renders the potential successful discoveries veiled. Therefore, automating such a research and development (R&D) process is an urgent need. In this paper, we serve as the first effort to formalize the goal by proposing a Real-world Data-centric automatic R&D Benchmark, namely RD2Bench. RD2Bench benchmarks all the operations in data-centric automatic R&D (D-CARD) as a whole to navigate future work toward our goal directly. We focuses on evaluating the interaction and synergistic effects of various model capabilities and aiding to select the well-performed trustworthy models. Although RD2Bench is very challenging to the state-of-the-art (SOTA) large language model (LLM) named GPT-4, indicating ample research opportunities and more research efforts, LLMs possess promising potential to bring more significant development to D-CARD: They are able to implement some simple methods without adopting any additional techniques. We appeal to future work to take developing techniques for tackling automatic R&D into consideration, thus bringing the opportunities of the potential revolutionary upgrade to human productivity.",2404.11276,http://arxiv.org/abs/2404.11276v1,2024-04-17 11:33:21+00:00,2024-04-17 11:33:21+00:00,cs.AI,"['cs.AI', 'q-fin.GN']",0
Inductive Cognitive Diagnosis for Fast Student Learning in Web-Based Online Intelligent Education Systems,"['Shuo Liu', 'Junhao Shen', 'Hong Qian', 'Aimin Zhou']","Cognitive diagnosis aims to gauge students' mastery levels based on their response logs. Serving as a pivotal module in web-based online intelligent education systems (WOIESs), it plays an upstream and fundamental role in downstream tasks like learning item recommendation and computerized adaptive testing. WOIESs are open learning environment where numerous new students constantly register and complete exercises. In WOIESs, efficient cognitive diagnosis is crucial to fast feedback and accelerating student learning. However, the existing cognitive diagnosis methods always employ intrinsically transductive student-specific embeddings, which become slow and costly due to retraining when dealing with new students who are unseen during training. To this end, this paper proposes an inductive cognitive diagnosis model (ICDM) for fast new students' mastery levels inference in WOIESs. Specifically, in ICDM, we propose a novel student-centered graph (SCG). Rather than inferring mastery levels through updating student-specific embedding, we derive the inductive mastery levels as the aggregated outcomes of students' neighbors in SCG. Namely, SCG enables to shift the task from finding the most suitable student-specific embedding that fits the response logs to finding the most suitable representations for different node types in SCG, and the latter is more efficient since it no longer requires retraining. To obtain this representation, ICDM consists of a construction-aggregation-generation-transformation process to learn the final representation of students, exercises and concepts. Extensive experiments across real-world datasets show that, compared with the existing cognitive diagnosis methods that are always transductive, ICDM is much more faster while maintains the competitive inference performance for new students.",2404.1129,http://arxiv.org/abs/2404.11290v1,2024-04-17 11:55:43+00:00,2024-04-17 11:55:43+00:00,cs.AI,['cs.AI'],16
The Causal Chambers: Real Physical Systems as a Testbed for AI Methodology,"['Juan L. Gamella', 'Jonas Peters', 'Peter Bühlmann']","In some fields of AI, machine learning and statistics, the validation of new methods and algorithms is often hindered by the scarcity of suitable real-world datasets. Researchers must often turn to simulated data, which yields limited information about the applicability of the proposed methods to real problems. As a step forward, we have constructed two devices that allow us to quickly and inexpensively produce large datasets from non-trivial but well-understood physical systems. The devices, which we call causal chambers, are computer-controlled laboratories that allow us to manipulate and measure an array of variables from these physical systems, providing a rich testbed for algorithms from a variety of fields. We illustrate potential applications through a series of case studies in fields such as causal discovery, out-of-distribution generalization, change point detection, independent component analysis, and symbolic regression. For applications to causal inference, the chambers allow us to carefully perform interventions. We also provide and empirically validate a causal model of each chamber, which can be used as ground truth for different tasks. All hardware and software is made open source, and the datasets are publicly available at causalchamber.org or through the Python package causalchamber.",2404.11341,http://arxiv.org/abs/2404.11341v1,2024-04-17 13:00:52+00:00,2024-04-17 13:00:52+00:00,cs.AI,"['cs.AI', 'cs.LG', 'stat.ME', 'stat.ML']",0
